VerticalCategoryID,verticalcategorytxt,embeddings
97,Higher Education Higher Education Public Universities,"[-0.09375, -0.05823517, 0.01340739, 0.20613606, 0.084472656, -0.04272461, 0.06681315, -0.040608723, 0.10872396, -0.13305664, -0.026392618, 0.008056641, -0.05810547, 0.06361898, -0.15861003, 0.048502605, -0.038914997, -0.00793457, 0.13883464, -0.026710847, 0.036865234, 0.064941406, 0.091370665, 0.030761719, -0.14776611, -0.07511393, -0.16276042, 0.040974934, -0.08023325, -0.018656412, 0.044128418, -0.031677246, -0.041849773, -0.15466309, -0.027114868, -0.13248698, 0.083740234, 0.16927083, -0.030273438, 0.13130696, 0.017740885, 0.06325277, 0.07499186, 0.00032552084, -0.04744466, -0.10205078, 0.12695312, 0.1315918, -0.13028972, -0.04303996, 0.1019694, -0.05323283, -0.04937744, 0.082600914, -0.017822266, 0.015645346, -0.22705078, -0.066975914, -0.06640625, -0.115234375, -0.09488932, -0.11971029, -0.055928547, -0.14587402, -0.020090738, 0.0438029, -0.099975586, 0.1459961, 0.0758667, -0.044677734, -0.21647136, -0.01816813, 0.1451823, 0.18259685, -0.03584798, -0.020345053, 0.10282389, 0.19140625, 0.05834961, 0.017944336, -0.024983725, -0.057210285, -0.1175944, 0.00545756, -0.087361656, 0.035786945, -0.056803387, 0.16048177, 9.1552734e-05, 0.017700195, 0.16235352, -0.12988281, -0.10926946, -0.052246094, 0.11488851, -0.027730307, 0.22745769, 0.078125, 0.057698566, -0.06628418, 0.014160156, -0.07633463, -0.07208252, -0.02818807, -0.009969075, -0.009887695, -0.07987467, 0.028371176, 0.1605835, -0.28759766, 0.008300781, 0.1234436, -0.117248535, 0.17744954, 0.08955892, 0.083984375, 0.13594563, -0.16585286, 0.07946777, 0.118896484, -0.017293295, 0.10934702, -0.02976354, 0.06181844, -0.1479187, 0.0060424805, -0.07409668, -0.006184896, 0.036430996, 0.09082031, 0.11905924, -0.049484253, -0.09590658, -0.15909831, 0.023198446, -0.09358724, 0.2084961, -0.15865071, -0.09855143, 0.052897137, -0.123535156, -0.11463419, -0.064208984, -0.008056641, -0.16658528, -0.034423828, 0.1110026, -0.043843586, -0.02837499, -0.029134115, 0.13655598, 0.019592285, -0.1319987, 0.07600912, -0.104003906, -0.14082845, -0.15877278, -0.20898438, -0.081843056, -0.15934245, 0.049641926, 0.04781087, 0.09741211, 0.17708333, 0.100362144, 0.05875651, 0.044352215, -0.0139973955, 0.07248942, -0.120524086, -0.1336263, 0.089029945, -0.072377525, -0.010945638, -0.01171875, 0.055786133, 0.081581116, -0.028727213, -0.0635376, 0.030069986, -0.22583008, -0.09359741, 0.05452474, 0.053263348, 0.067993164, 0.036448162, -0.086507164, 0.11182658, 0.14790852, 0.14404297, -0.047607422, -0.12980144, -0.08406576, 0.03704834, -0.16996257, -0.0818278, 0.07421875, -0.06971232, 0.104410805, 0.06705729, -0.07167562, 0.12036133, 0.28450522, -0.24186198, -0.07518514, -0.18815105, 0.006134033, -0.2952474, -0.0988973, 0.019144693, 0.105529785, -0.0925293, 0.042704266, 0.06388346, -0.08251953, 0.14164226, 0.06689453, 0.117879234, 0.018493652, -0.040181477, -0.10620117, -0.23209636, 0.12422689, 0.03810628, 0.065104164, -0.0892334, 0.019365946, 0.044637043, 0.091796875, 0.19242351, 0.016479492, -0.030548096, 0.043640137, 0.053194683, 0.026123047, 0.032023113, 0.09016927, -0.029622396, 0.048863728, 0.011149089, 0.12967937, -0.07344564, 0.030410767, 0.048990887, -0.0121866865, -0.1869405, 0.060302734, -0.020629883, -0.06685384, -0.051920574, 0.047648113, 0.061116535, 0.032287598, -0.0146484375, -0.116129555, -0.13830566, 0.0024108887, 0.025390625, -0.056152344, 0.1361491, 0.10449219, -0.011555989, -0.12849934, 0.09261068, 0.018269857, 0.07822672, -0.10668945, -0.1332194, -0.15234375, 0.01940918, -0.15384929, 0.04704793, -0.03230794, -0.1381836, 0.0028704007, -0.09358724, -0.022379557, -0.17508952, -0.015563965, 0.0634613, -0.051635742, -0.10121664, 0.041870117, 0.049720764, -0.050354004, 0.1270345, -0.009684245, 0.081095375, 0.16756184, 0.044453938, -0.07796224, -0.11128744, -0.18965657, 0.11401367, -0.05855306, 0.018422445, -0.026611328, -0.046468098, 0.07452711, 0.10559082]"
137,Higher Education Higher Education Further/Continuing Education,"[-0.11035156, -0.068762206, -0.02878418, 0.15288086, 0.12216797, -0.0049804687, 0.15332031, -0.11103515, 0.027148437, -0.18007812, -0.03539734, 0.069726564, -0.078125, 0.075683594, -0.091552734, 0.026171874, -0.019900512, 0.013085937, 0.15371093, -0.0888855, 0.059179686, 0.07314453, 0.14335938, 0.043554686, -0.17597656, -0.10683594, -0.16816406, 0.034985352, -0.09906311, -0.029956054, 0.036413573, -0.04921875, -0.05859375, -0.16894531, -0.093652345, -0.08632813, 0.10117187, 0.19921875, -0.012109375, 0.075927734, -0.018164063, 0.097753905, 0.09013672, -0.023828125, -0.113867186, -0.11748047, 0.17324218, 0.18222657, -0.11533203, -0.07563476, 0.070214845, -0.06901856, -0.06551514, 0.0675293, -0.012792969, -0.031933594, -0.24726562, -0.05732422, -0.11679687, -0.16044922, -0.10087891, -0.13320312, -0.035742186, -0.17998047, -0.0047546388, 0.06865235, -0.11191406, 0.09052734, 0.06225586, -0.025488282, -0.15234375, -0.047167968, 0.11796875, 0.23398438, -0.070898436, -0.057165526, 0.1763672, 0.22011718, 0.07392578, 0.00014648438, -0.031835936, -0.036572266, -0.16875, 0.06690063, -0.048339844, 0.081445314, -0.021191407, 0.20039062, 0.03955078, -0.045092773, 0.22480468, -0.11679687, -0.10136719, -0.055615235, 0.10895996, 0.0014526367, 0.2734375, 0.165625, 0.054589845, -0.08510742, 0.0056762695, -0.059277344, -0.06901856, 0.014160156, -0.06123047, -0.025488282, -0.0532959, 0.01669922, 0.14541015, -0.3546875, 0.080566406, 0.15117188, -0.1484375, 0.23144531, 0.039379884, 0.1265625, 0.18144532, -0.15761718, 0.038427733, 0.060498048, -0.053466797, 0.17148438, -0.0102882385, 0.08564453, -0.15507813, 0.017578125, -0.08779297, 0.008056641, -0.0014377594, 0.18496093, 0.13886718, -0.119335935, -0.13706055, -0.20722656, 0.013012695, -0.055273436, 0.2128418, -0.14804688, -0.13754883, 0.12207031, -0.1283203, -0.1373047, -0.095214844, -0.029589843, -0.21484375, -0.1038086, 0.16035156, -0.019824218, -0.039042663, -0.039746094, 0.09335937, 0.03388672, -0.08427735, 0.09858398, -0.16347656, -0.16679688, -0.23515625, -0.13476562, -0.06686401, -0.2100586, 0.047802735, 0.029516602, 0.021630859, 0.26914063, 0.08343506, 0.020825196, 0.08461914, -0.051953126, 0.099121094, -0.099365234, -0.1762207, 0.1140625, -0.081884764, -0.070214845, 0.034179688, 0.12207031, 0.097753905, -0.053369142, -0.047607422, 0.09003906, -0.27851564, -0.17662354, 0.12001953, 0.12109375, 0.06586914, -0.006097412, -0.17011718, 0.09604492, 0.18242188, 0.12792969, 0.0028808594, -0.17246094, -0.12988281, 0.089257814, -0.11196289, -0.05871582, 0.11035156, -0.072424315, 0.18632813, 0.07373047, -0.11796875, 0.09077148, 0.27304688, -0.37851563, -0.076696776, -0.2296875, -0.053808592, -0.284375, -0.10087891, -0.041662596, 0.052197266, -0.09428711, 0.012109375, 0.04140625, 0.001171875, 0.14692383, 0.1359375, 0.109228514, -0.023535157, -0.08344726, -0.12998047, -0.20117188, 0.21096191, 0.07050781, 0.09609375, -0.10466309, 0.059179686, 0.038012695, 0.054589845, 0.2701172, 0.021386718, -0.04086914, 0.03793945, 0.013108825, -0.011914062, 0.08959961, 0.01953125, -0.03769531, 0.0435791, -0.02080078, 0.123730466, -0.055883788, 0.09648438, 0.07783203, -0.03640137, -0.2390625, 0.063085936, -0.06357422, -0.06196289, -0.09663086, 0.058007814, 0.09326172, -0.021765137, 0.00234375, -0.12314453, -0.15112305, -0.037237547, -0.051464844, -0.031835936, 0.12080078, 0.14003906, -0.020898437, -0.121191405, 0.091992185, 0.02512207, 0.07404785, -0.08125, -0.12211914, -0.17910156, 0.08876953, -0.23671874, 0.026904296, -0.056689452, -0.15532227, -0.0045898436, -0.094335936, -0.015820313, -0.20327148, -0.08254395, 0.06069336, -0.003149414, -0.08513184, -0.0357666, 0.07148437, -0.103515625, 0.110839844, -0.016210938, 0.10756836, 0.17822266, 0.054394532, -0.06523438, -0.10874023, -0.113061525, 0.04248047, -0.086279295, 0.043408204, -0.010449219, -0.05546875, 0.14223632, 0.13632813]"
478,Higher Education Higher Education Private Universities,"[-0.10392252, -0.06502024, 0.022379557, 0.21044922, 0.07788086, -0.05102539, 0.051310223, -0.07454427, 0.095703125, -0.15071614, 0.013483684, 0.0008951823, -0.05476888, 0.056355793, -0.15063477, 0.059570312, -0.041681927, 0.011881511, 0.11696371, -0.029152254, 0.028320312, 0.061035156, 0.076132216, 0.0616862, -0.14809163, -0.05501302, -0.16845703, 0.023885092, -0.09158579, -0.024230957, 0.055229187, -0.03334554, -0.015726725, -0.15466309, -0.032409668, -0.13623047, 0.0625, 0.13346355, -0.03540039, 0.13100179, 0.035563152, 0.07814535, 0.072143555, 0.014933269, -0.029012045, -0.13183594, 0.12992351, 0.12506104, -0.1352539, -0.07408651, 0.11791992, -0.03781128, -0.06278483, 0.05855306, -0.013916016, 0.005554199, -0.20833333, -0.05259196, -0.074788414, -0.15006511, -0.073649086, -0.1031901, -0.06072998, -0.12972005, -0.016998291, 0.053385418, -0.08709717, 0.12858073, 0.087768555, -0.008260091, -0.21370442, -0.05126953, 0.15852864, 0.18992107, -0.05350749, -0.034179688, 0.08138021, 0.19319661, 0.049194336, 0.013142903, -0.030151367, -0.0637207, -0.13985188, 0.026412964, -0.087239586, 0.048421223, -0.041748047, 0.19514973, -0.0032958984, 0.025187174, 0.11751302, -0.1011556, -0.120524086, -0.069620766, 0.12349447, -0.01698812, 0.2446289, 0.09073893, 0.028564453, -0.11356608, 0.014973958, -0.120279945, -0.061909992, -0.036946613, 0.0022786458, -0.008260091, -0.05114746, 0.05045573, 0.19474284, -0.25012207, 0.01554362, 0.13509114, -0.12660725, 0.16634114, 0.08011881, 0.10409546, 0.17000325, -0.18131511, 0.090861, 0.13549805, -0.018676758, 0.10953522, 0.000102996826, 0.073038734, -0.14123535, -0.010335286, -0.07657877, -0.010579427, 0.055799484, 0.11431885, 0.10660807, -0.046798706, -0.061164856, -0.15804036, 0.05501302, -0.08821615, 0.18131511, -0.13456218, -0.11999512, 0.039713543, -0.111857094, -0.15218098, -0.065592445, -0.0013020834, -0.13549805, -0.026977539, 0.08691406, -0.027038574, 8.773804e-05, -0.064453125, 0.12972005, 0.036702473, -0.1373698, 0.07438151, -0.07722982, -0.12827556, -0.17508952, -0.17285156, -0.08705139, -0.15187836, 0.033121746, 0.010335286, 0.07218424, 0.16011555, 0.10915121, 0.06754557, 0.04272461, -0.059244793, 0.0421346, -0.12182617, -0.16625977, 0.11229452, -0.06595866, -0.045857746, -0.0012410482, 0.048502605, 0.10205078, -0.05586751, -0.09057617, 0.03161621, -0.24837239, -0.10346476, 0.042073566, 0.08516439, 0.042114258, 0.042877197, -0.065104164, 0.12373861, 0.15559895, 0.10624186, -0.022216797, -0.13256836, -0.0871582, 0.026794434, -0.16638184, -0.067993164, 0.056640625, -0.08661906, 0.16186523, 0.036458332, -0.03873698, 0.15340169, 0.261556, -0.24731445, -0.08629354, -0.1673991, -0.0039876304, -0.2786255, -0.093037926, -0.0056762695, 0.10180664, -0.09513346, 0.06958008, 0.06644694, -0.05903117, 0.1599528, 0.067362465, 0.12471517, 0.009806315, -0.03989665, -0.108194984, -0.21126302, 0.13279216, 0.031758625, 0.0538737, -0.071512856, 0.0460612, 0.055541992, 0.069254555, 0.17718506, 0.009643555, -0.059254963, 0.0256958, 0.024508158, 0.030110678, 0.01924642, 0.084472656, -0.034423828, 0.050409954, 0.027242025, 0.11779785, -0.065389, 0.037556965, 0.09008789, -0.026265463, -0.18387859, 0.074788414, -0.020833334, -0.036376953, -0.08402506, 0.05090332, 0.045206707, 0.04482015, -0.010579427, -0.12988281, -0.10152181, -0.02519226, 0.0107421875, -0.056152344, 0.16666667, 0.10888672, 0.020833334, -0.1071167, 0.12475586, 0.03507487, 0.07594808, -0.1254069, -0.094807945, -0.15462239, 0.0740153, -0.150472, 0.0145772295, 0.0064290366, -0.15348308, 0.0049743652, -0.10872396, -0.01586914, -0.15905762, 0.0060831704, 0.06762695, -0.08784994, -0.094706215, 0.01957194, 0.045328777, -0.02870687, 0.11580404, -0.0072428384, 0.09718832, 0.14095052, 0.047871906, -0.092936195, -0.088419594, -0.18851726, 0.11816406, -0.061197918, 0.0449117, -0.03910319, -0.0020345051, 0.0706412, 0.095052086]"
145,Health Provider Health Provider Hospitals,"[-0.06665039, -0.043847658, 0.08964844, 0.11240234, 0.02722168, 0.06140747, 0.06064453, 0.037988283, 0.1953125, 0.0029296875, -0.09736328, -0.24804688, -0.06386719, 0.035546876, 0.034082033, 0.11625977, 0.10322265, 0.094335936, 0.008154297, 0.015039062, 0.08161621, -0.02265625, 0.07929687, 0.101220705, 0.020214844, 0.023364257, -0.100976564, 0.011523438, 0.0359375, -0.22148438, -0.034277342, 0.012988281, 0.0089355465, -0.19494629, -0.15458985, 0.00546875, 0.08452149, 0.07714844, -0.048828125, 0.10136719, -0.21791992, -0.013220215, -0.0075218203, 0.022778321, -0.057617188, -0.27695313, 0.0984375, -0.0140014645, -0.12114258, 0.105169676, 0.038769532, 0.07504883, -0.08320312, 0.007421875, -0.058325194, -0.019335937, -0.19746093, -0.0045410157, -0.05078125, -0.07763672, 0.003515625, 0.056628417, -0.06337891, -0.026171874, 0.0265625, 0.1984375, -0.18935546, 0.3136719, -0.015234375, -0.12851563, -0.2046875, 0.020410156, 0.13374023, 0.16762085, -0.10429688, -0.11008301, 0.0126953125, -0.079394534, -0.002986145, 0.1305664, 0.0484375, -0.0668457, -0.03618164, 0.10083008, 0.025634766, -0.055371094, -0.27480468, -0.024570465, 0.017260741, -0.07148437, 0.36328125, -0.10998535, 0.01826172, -0.07019043, -0.05708008, 0.08879852, 0.20395508, -0.059179686, 0.088085935, -0.0001953125, 0.1505249, -0.08310547, -0.038671874, 0.0035644532, -0.06621094, -0.13356933, -0.039892577, 0.105371095, 0.07050781, -0.032568358, 0.045703124, 0.08066406, -0.08486328, -0.15976563, -0.10541992, 0.08427735, 0.00559082, -0.11977539, 0.15966797, 0.14121094, -0.15136719, -0.18554688, -0.2453125, 0.091357425, 0.0328125, 0.027783204, -0.068408206, -0.05234375, 0.13896485, 0.09296875, -0.058984376, 0.039160155, -0.109960936, -0.1336914, -0.16843262, -0.11796875, 0.14541015, -0.009179687, -0.03046875, 0.0953125, 0.09921875, -0.10577545, 0.13554688, 0.096191406, -0.11855469, -0.07441406, 0.07197265, 0.089990236, -0.19648437, 0.088085935, 0.15351562, -0.04741211, -0.091796875, -0.010253906, -0.06962891, -0.17027588, 0.07905273, -0.13476562, -0.140625, -0.11425781, -0.02578125, 0.039196778, 0.09394531, 0.025878906, -0.096875, -0.041387938, -0.1859375, -0.27773437, 0.0234375, -0.24492188, 0.096142575, 0.10703125, 0.058203124, -0.17851563, -0.013085937, 0.01626892, 0.134375, 0.010046387, -0.2638672, -0.06923828, -0.29433593, -0.13520508, 0.040039062, -0.11289062, 0.022265624, -0.036083985, -0.3346924, 0.14414063, -0.12294922, 0.14296874, -0.14560547, -0.10185547, -0.031591795, -0.03305664, -0.09746094, -0.07346191, -0.0953125, -0.08014526, 0.19951172, -0.12866211, -0.26582032, 0.015332031, 0.14189453, -0.11328125, -0.1749878, -0.09804688, 0.23164062, -0.16328125, 0.1505371, -0.30253905, -0.0328125, -0.034863282, 0.0009765625, 0.14960937, -0.076367185, 0.13945313, -0.023144532, 0.031835936, -0.16816406, 0.091796875, 0.04951172, -0.2, 0.09047852, 0.072070315, -0.061425783, -0.034436036, 0.0043945312, -0.08804321, -0.05192871, 0.009423828, 0.11094513, -0.08061524, -0.109472655, -0.15898438, -0.056640625, 0.030078124, 0.096875, 0.0796875, -0.105651855, -0.07744827, 0.013598633, -0.12226562, 0.13798828, 0.035717774, 0.18530273, -0.09604492, 0.041931152, 0.099414065, -0.11928711, -0.23390503, -0.07285156, -0.15219727, 0.078710936, -0.011669922, -0.09023438, 0.046972655, -0.107226565, -0.026391601, -0.06801758, 0.25527343, -0.08344726, -0.06660156, 0.013330078, -0.0009033203, -0.0054656984, 0.034692384, -0.08319092, -0.047607422, 0.018554688, 0.21191406, -0.13310547, -0.07211914, 0.07978515, -0.123242185, 0.012957764, -0.075488284, -0.013916016, -0.07993164, 0.00925293, -0.09072266, -0.14780274, 0.0036743165, 0.13984375, 0.11230469, -0.17373046, -0.09152832, 0.021630859, -0.016601562, 0.18642578, 0.04897461, 0.05522461, 0.007519531, -0.21030274, 0.16142578, 0.047802735, 0.13632813, 0.025488282, 0.046582032, 0.06298828, 0.032714844]"
146,Health Provider Health Provider Private Physicians Practices,"[-0.08483887, 0.02040318, 0.07195173, 0.080496654, -0.0070757186, 0.05810547, 0.03288923, -0.010149275, 0.15813337, -0.06891741, -0.06263951, -0.19063894, -0.0138811385, 0.0055454797, -0.024693081, 0.16151646, 0.10527693, 0.12859236, -0.024780273, 0.014090402, 0.050763812, -0.01763916, 0.0072370255, 0.14536831, -0.058803014, 0.04462542, -0.10058594, 0.07155936, -0.030901227, -0.1743164, -0.0068773543, -0.018624442, 0.007672991, -0.17236328, -0.095581055, 0.031215122, 0.122453965, 0.027622769, 0.052873883, -0.039707728, -0.12688337, 0.009338379, -0.06305803, -0.003819057, -0.037353516, -0.18205915, 0.020891462, -0.04473005, -0.047642298, 0.061946325, 0.058489118, 0.065115795, -0.0740618, -0.01876395, 0.004900251, 0.057756696, -0.13162668, -0.019077847, -0.03465053, -0.10728236, -0.0048828125, 0.06650216, -0.09950475, 0.023646763, -0.010532924, 0.1873605, -0.106462754, 0.28404018, 0.03641183, -0.03479004, -0.15813337, -0.011178153, 0.15754046, 0.12779018, -0.05368478, -0.11279297, 0.028599331, -0.098702565, -0.016746521, 0.19126675, 0.044398718, -0.06838144, 0.0007324219, 0.09935652, 0.03337751, -0.08628627, -0.20350865, 0.02455357, 0.020089285, 0.07045201, 0.24741909, -0.12386649, -0.0066615515, -0.06856864, 0.031598773, 0.019264221, 0.13071987, 0.00047084264, 0.060198102, -0.070521764, 0.11576625, -0.16134207, -0.05573382, 0.018624442, -0.019391742, -0.100979395, -0.04422433, 0.10295759, 0.11586217, -0.056152344, 0.04973493, 0.10456194, -0.11376953, -0.13141741, -0.02821568, 0.054164343, 0.058768135, -0.12967356, 0.1614903, 0.1338937, -0.08265904, -0.13990347, -0.11467634, 0.06867327, 0.083565846, -0.009730748, -0.062709264, -0.038364954, 0.077078685, 0.13098145, -0.19001116, -0.0014299665, -0.08599635, -0.15366909, -0.08163888, -0.1251395, 0.08461217, 0.0531529, 0.003452846, 0.032819476, 0.076293945, -0.11496516, 0.07986886, 0.038713727, -0.09884208, -0.13574219, 0.07840402, 0.09711565, -0.121669225, 0.11387416, 0.17536272, -0.0048479354, -0.15234375, 0.0011858259, 0.0014648438, -0.08554513, 0.06281389, -0.12426758, -0.08628627, -0.07395935, -0.09814453, 0.056422643, 0.03173828, 0.01586914, -0.14501953, -0.015943255, -0.15401785, -0.22684152, -0.008579799, -0.19977678, 0.030552456, 0.090741836, 0.040387835, -0.09026228, 0.038661413, -0.016176496, 0.14341518, 0.054016113, -0.21616909, -0.08075823, -0.26185825, -0.117867604, 0.023995535, -0.076590404, -0.04464286, 0.015555246, -0.19824219, 0.08864158, -0.024640765, 0.15059988, -0.11071777, -0.10016741, 0.036551338, -0.04155622, -0.12970842, -0.09060233, -0.11530413, -0.049695697, 0.13842773, -0.14397322, -0.18031529, 0.03269141, 0.113351, -0.08984375, -0.1337106, -0.08419364, 0.22726004, -0.13453892, 0.06971959, -0.22851562, -0.071354456, -0.059500556, 0.03466797, 0.064226426, -0.056597028, 0.13162668, -0.020560129, 0.03777204, -0.15907505, 0.040161133, 0.020263672, -0.163923, 0.07913644, 0.047703333, -0.036987305, -0.06614467, 0.05405971, -0.07519967, -0.025425503, -0.0049874443, 0.054169793, -0.05343192, -0.067940846, -0.17581613, -0.06703404, 0.0062081474, 0.112165175, 0.049033027, -0.06639753, -0.07606561, 0.051600866, -0.15248325, 0.10898263, -0.042131696, 0.09674944, -0.02483259, 0.023716519, 0.119628906, -0.07242911, -0.19182478, -0.060442243, -0.13002232, 0.07781111, -0.024379184, -0.054757256, 0.088134766, -0.07131958, 0.0, -0.06351144, 0.23723494, -0.061418805, -0.031790596, 0.0076555526, 0.03695243, -0.040614538, 0.04473877, -0.06992013, 0.010637556, -0.07449777, 0.14503697, -0.09500558, -0.020507812, 0.08028739, -0.04129464, -0.016597202, -0.103411, -0.06672014, -0.03627232, 0.027047293, -0.052198138, -0.1212507, -0.054016113, 0.16015625, 0.11265346, -0.15499441, -0.070887975, -0.0056501115, -0.021972656, 0.16138567, 0.05810547, 0.02647182, 0.057756696, -0.15454102, 0.16469029, 0.06612723, 0.1354283, 0.039864678, 0.05231585, 0.10191127, 0.020446777]"
198,Health Provider Health Provider Social & Human Services,"[-0.025774274, -0.04876709, 0.030412946, 0.10557338, -0.030639648, 0.049564905, 0.16449846, -0.0027901786, 0.12261091, -0.0405971, -0.07875279, -0.16015625, -0.13731167, -0.012276785, 0.026384626, 0.13047573, 0.09873744, 0.06717355, 0.069614954, -0.03327288, 0.030325754, -0.09151786, 0.092633925, 0.099121094, 0.009312221, -0.050798688, -0.13853237, 0.14222935, 0.08050537, -0.20758928, -0.09974889, -0.050362725, -0.025216239, -0.20047434, -0.13881138, 0.0062081474, 0.020185199, 0.027762277, 0.017822266, 0.048453193, -0.20511301, 0.024614606, -0.00226702, 0.08204869, -0.098602295, -0.17536272, 0.020996094, 0.038872857, -0.064488, 0.11143712, 0.024937222, 0.05228097, -0.10696847, 0.03163365, -0.049473353, 0.017778669, -0.21643066, -0.07006836, 0.031808037, -0.019426618, -0.03125872, 0.07979911, -0.037370954, -0.02015904, -0.07211304, 0.11540876, -0.113071986, 0.24121094, -0.022077288, -0.06790597, -0.14118303, -0.00390625, 0.11819894, 0.15384348, -0.020089285, -0.13152204, 0.054582868, 0.0060424805, -0.022466388, 0.058035713, 0.032191686, -0.023123605, 0.034702845, 0.10686384, 0.064819336, -0.097865514, -0.22640774, 0.03728376, -0.024605887, 0.02985491, 0.26353237, -0.14801897, -0.03227561, -0.10753523, -0.033203125, 0.03449685, 0.1075265, -0.030325754, 0.08603341, -0.015729632, 0.09154402, -0.011169434, -0.022181919, 0.047816686, -0.050345283, -0.13432966, -0.02622768, 0.1179548, 0.0589774, -0.04122489, 0.012765067, 0.002293178, -0.06940569, -0.063790455, -0.073691234, 0.062430244, -0.006818499, -0.068899974, 0.19845144, 0.12841797, -0.0968192, -0.1355678, -0.26527622, 0.115234375, 0.011962891, 0.06696428, -0.014160156, 0.073643275, 0.12175642, 0.058029175, -0.0816476, 0.0531529, -0.20371792, -0.069614954, -0.114641465, -0.1312343, 0.13675363, 0.063668385, -0.0015694754, 0.020821707, 0.084891185, -0.06564876, 0.039481025, 0.10212053, -0.05730329, -0.06837682, 0.024135044, 0.13949148, -0.15323313, 0.08429827, 0.1441476, -0.021449497, -0.10839844, 0.026436942, -0.07931083, -0.15078299, -0.011404855, -0.110491075, -0.06682478, -0.16280691, -0.08070592, -0.075308666, -0.029994419, 0.11851283, -0.09291295, 0.0013602121, -0.15722656, -0.2133789, -0.013811384, -0.1610805, 0.06617955, 0.07774135, 0.09677996, -0.12091936, 0.11732701, 0.055034094, 0.08084542, 0.049412318, -0.22720774, -0.034493584, -0.23095703, -0.09596471, 0.057774134, -0.12140764, -0.03627232, -0.03426688, -0.2861328, 0.063790455, -0.0675572, 0.14807129, -0.12067522, -0.04649135, -0.048339844, 0.002733503, -0.12276786, -0.06489563, -0.08014788, -0.04514422, 0.15283203, -0.1439209, -0.16964285, 0.0024414062, 0.011945452, -0.13589914, -0.12945557, -0.05405971, 0.13175747, -0.07094029, 0.026855469, -0.2282366, -0.10878209, -0.042889733, -0.0226702, 0.09381975, 0.0068708146, 0.07976423, 0.034633093, -0.024169922, -0.16317312, 0.063790455, 0.073102675, -0.13106863, 0.08876256, -0.005719866, -0.053118024, -0.08719308, 0.06937953, -0.08440726, -0.03568813, -0.012346541, 0.13233185, -0.08311244, -0.09276799, -0.1363351, -0.06462751, 0.0371715, 0.03770229, -0.00327846, -0.033682685, -0.075758256, 0.08222307, -0.08510917, 0.07512556, 0.010044643, 0.15107073, -0.065359935, 0.045968194, 0.046269007, -0.14948381, -0.23444475, -0.065168105, -0.07419259, -0.01965332, 0.039585657, -0.018205915, -0.060198102, -0.10389928, 0.007777623, -0.045601983, 0.15617153, -0.024405343, -0.061976843, -0.01614816, 0.032209124, -0.03493827, 0.10154506, -0.069337025, 0.03327288, -0.068777904, 0.18743025, -0.13520159, -0.047154017, 0.015555246, -0.12018694, 0.0068838936, -0.08077567, -0.049451556, -0.071777344, -0.0428554, -0.046107702, -0.14341518, -0.04636056, 0.13413784, 0.12036133, -0.17902483, -0.026960101, -0.041625977, 0.013253348, 0.17236328, 0.08586775, 0.031319756, 0.0021275112, -0.1417062, 0.10797991, 0.011090959, 0.11153739, 0.10510254, -0.02040754, 0.059064593, 0.019042969]"
